REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,ENGAGEMENT_RATE,RETWEETS,LIKES_ATTRIBUTED,LOADED_AT
2025-11-30,PS5 Pro Launch Global,18a0101,727.49,2600769,18376,0.707,3308,29402,2026-05-04 11:41:58.198000-07:00
2025-12-01,PS5 Pro Launch Global,18a0101,793.56,2261538,16156,0.714,2908,25850,2026-05-04 11:41:58.198000-07:00
2025-12-02,PS5 Pro Launch Global,18a0101,604.53,2261538,21088,0.933,3796,33741,2026-05-04 11:41:58.198000-07:00
2025-12-03,PS5 Pro Launch Global,18a0101,625.74,2261538,20023,0.885,3604,32037,2026-05-04 11:41:58.198000-07:00
2025-12-04,PS5 Pro Launch Global,18a0101,627.61,2261538,18476,0.817,3326,29562,2026-05-04 11:41:58.198000-07:00
2025-12-05,PS5 Pro Launch Global,18a0101,593.30,2261538,23214,1.027,4179,37142,2026-05-04 11:41:58.198000-07:00
2025-12-06,PS5 Pro Launch Global,18a0101,799.95,2600769,16104,0.619,2899,25766,2026-05-04 11:41:58.198000-07:00
2025-12-07,PS5 Pro Launch Global,18a0101,551.00,2600769,25924,0.997,4666,41478,2026-05-04 11:41:58.198000-07:00
2025-12-08,PS5 Pro Launch Global,18a0101,505.96,2261538,24837,1.098,4471,39739,2026-05-04 11:41:58.198000-07:00
2025-12-09,PS5 Pro Launch Global,18a0101,501.59,2261538,17000,0.752,3060,27200,2026-05-04 11:41:58.198000-07:00
2025-12-10,PS5 Pro Launch Global,18a0101,547.76,2261538,21161,0.936,3809,33858,2026-05-04 11:41:58.198000-07:00
2025-12-11,PS5 Pro Launch Global,18a0101,542.14,2261538,21068,0.932,3792,33709,2026-05-04 11:41:58.198000-07:00
2025-12-12,PS5 Pro Launch Global,18a0101,540.27,2261538,13222,0.585,2380,21155,2026-05-04 11:41:58.198000-07:00
2025-12-13,PS5 Pro Launch Global,18a0101,721.75,2600769,22623,0.870,4072,36197,2026-05-04 11:41:58.198000-07:00
2025-12-14,PS5 Pro Launch Global,18a0101,754.76,2600769,14672,0.564,2641,23475,2026-05-04 11:41:58.198000-07:00
2025-12-15,PS5 Pro Launch Global,18a0101,719.32,2261538,16267,0.719,2928,26027,2026-05-04 11:41:58.198000-07:00
2025-11-01,PS5 Pro Launch Global,18a0101,309.53,1238462,10651,0.860,1917,17042,2026-05-04 11:41:58.198000-07:00
2025-11-02,PS5 Pro Launch Global,18a0101,243.25,1238462,18428,1.488,3317,29485,2026-05-04 11:41:58.198000-07:00
2025-11-03,PS5 Pro Launch Global,18a0101,259.65,1076923,11127,1.033,2003,17803,2026-05-04 11:41:58.198000-07:00
2025-11-04,PS5 Pro Launch Global,18a0101,314.61,1076923,13559,1.259,2441,21694,2026-05-04 11:41:58.198000-07:00
2025-11-05,PS5 Pro Launch Global,18a0101,279.85,1076923,16471,1.530,2965,26354,2026-05-04 11:41:58.198000-07:00
2025-11-06,PS5 Pro Launch Global,18a0101,218.35,1076923,9718,0.902,1749,15549,2026-05-04 11:41:58.198000-07:00
2025-11-07,PS5 Pro Launch Global,18a0101,1093.25,3446154,33792,0.981,6083,54067,2026-05-04 11:41:58.198000-07:00
2025-11-08,PS5 Pro Launch Global,18a0101,320.12,1238462,10054,0.812,1810,16086,2026-05-04 11:41:58.198000-07:00
2025-11-09,PS5 Pro Launch Global,18a0101,441.74,1238462,17736,1.432,3192,28378,2026-05-04 11:41:58.198000-07:00
2025-11-10,PS5 Pro Launch Global,18a0101,340.45,1076923,15091,1.401,2716,24146,2026-05-04 11:41:58.198000-07:00
2025-11-11,PS5 Pro Launch Global,18a0101,223.70,1076923,10403,0.966,1873,16645,2026-05-04 11:41:58.198000-07:00
2025-11-12,PS5 Pro Launch Global,18a0101,226.37,1076923,10607,0.985,1909,16971,2026-05-04 11:41:58.198000-07:00
2025-11-13,PS5 Pro Launch Global,18a0101,232.61,1076923,13240,1.229,2383,21184,2026-05-04 11:41:58.198000-07:00
2025-11-14,PS5 Pro Launch Global,18a0101,361.84,1076923,8588,0.798,1546,13741,2026-05-04 11:41:58.198000-07:00
2025-11-15,PS5 Pro Launch Global,18a0101,437.30,1238462,12427,1.003,2237,19883,2026-05-04 11:41:58.198000-07:00
2025-11-16,PS5 Pro Launch Global,18a0101,259.65,1238462,16675,1.346,3002,26680,2026-05-04 11:41:58.198000-07:00
2025-11-17,PS5 Pro Launch Global,18a0101,282.52,1076923,8452,0.785,1521,13523,2026-05-04 11:41:58.198000-07:00
2025-11-18,PS5 Pro Launch Global,18a0101,245.09,1076923,14422,1.339,2596,23075,2026-05-04 11:41:58.198000-07:00
2025-11-19,PS5 Pro Launch Global,18a0101,225.48,1076923,9218,0.856,1659,14749,2026-05-04 11:41:58.198000-07:00
2025-11-20,PS5 Pro Launch Global,18a0101,385.02,1076923,9954,0.924,1792,15926,2026-05-04 11:41:58.198000-07:00
2025-11-21,PS5 Pro Launch Global,18a0101,215.09,1076923,11036,1.025,1986,17658,2026-05-04 11:41:58.198000-07:00
2025-11-22,PS5 Pro Launch Global,18a0101,314.65,1238462,8346,0.674,1502,13354,2026-05-04 11:41:58.198000-07:00
2025-11-23,PS5 Pro Launch Global,18a0101,321.14,1238462,11838,0.956,2131,18941,2026-05-04 11:41:58.198000-07:00
2025-11-24,PS5 Pro Launch Global,18a0101,333.03,1076923,7557,0.702,1360,12091,2026-05-04 11:41:58.198000-07:00
2025-11-25,PS5 Pro Launch Global,18a0101,288.76,1076923,10268,0.954,1848,16429,2026-05-04 11:41:58.198000-07:00
2025-11-26,PS5 Pro Launch Global,18a0101,359.76,1076923,10511,0.976,1892,16818,2026-05-04 11:41:58.198000-07:00
2025-11-27,PS5 Pro Launch Global,18a0101,314.90,1076923,12709,1.180,2288,20334,2026-05-04 11:41:58.198000-07:00
2025-11-28,PS5 Pro Launch Global,18a0101,553.37,2261538,22695,1.004,4085,36312,2026-05-04 11:41:58.198000-07:00
2025-11-29,PS5 Pro Launch Global,18a0101,776.28,2600769,23411,0.900,4214,37458,2026-05-04 11:41:58.198000-07:00
2025-11-30,PS5 Pro Launch Global,18a0101,648.57,2600769,19974,0.768,3595,31958,2026-05-04 11:41:58.198000-07:00
2025-12-01,PS5 Pro Launch Global,18a0101,528.42,2261538,23375,1.034,4208,37400,2026-05-04 11:41:58.198000-07:00
2025-12-02,PS5 Pro Launch Global,18a0101,474.76,2261538,17517,0.775,3153,28027,2026-05-04 11:41:58.198000-07:00
2025-12-03,PS5 Pro Launch Global,18a0101,628.86,2261538,25071,1.109,4513,40114,2026-05-04 11:41:58.198000-07:00
2025-12-04,PS5 Pro Launch Global,18a0101,677.52,2261538,16978,0.751,3056,27165,2026-05-04 11:41:58.198000-07:00
2025-12-05,PS5 Pro Launch Global,18a0101,626.36,2261538,13994,0.619,2519,22390,2026-05-04 11:41:58.198000-07:00
2025-12-06,PS5 Pro Launch Global,18a0101,728.93,2600769,21347,0.821,3842,34155,2026-05-04 11:41:58.198000-07:00
2025-12-07,PS5 Pro Launch Global,18a0101,916.90,2600769,23702,0.911,4266,37923,2026-05-04 11:41:58.198000-07:00
2025-12-08,PS5 Pro Launch Global,18a0101,660.05,2261538,19902,0.880,3582,31843,2026-05-04 11:41:58.198000-07:00
2025-12-09,PS5 Pro Launch Global,18a0101,790.44,2261538,23610,1.044,4250,37776,2026-05-04 11:41:58.198000-07:00
2025-12-10,PS5 Pro Launch Global,18a0101,729.93,2261538,19605,0.867,3529,31368,2026-05-04 11:41:58.198000-07:00
2025-12-11,PS5 Pro Launch Global,18a0101,561.48,2261538,17224,0.762,3100,27558,2026-05-04 11:41:58.198000-07:00
2025-12-12,PS5 Pro Launch Global,18a0101,721.82,2261538,20365,0.901,3666,32584,2026-05-04 11:41:58.198000-07:00
2025-12-13,PS5 Pro Launch Global,18a0101,906.14,2600769,15542,0.598,2798,24867,2026-05-04 11:41:58.198000-07:00
2025-12-14,PS5 Pro Launch Global,18a0101,726.06,2600769,19279,0.741,3470,30846,2026-05-04 11:41:58.198000-07:00
2025-12-15,PS5 Pro Launch Global,18a0101,497.85,2261538,22129,0.979,3983,35406,2026-05-04 11:41:58.198000-07:00
2025-11-01,PS5 Pro Launch Global,18a0101,319.78,1238462,18577,1.500,3344,29723,2026-05-04 11:41:58.198000-07:00
2025-11-02,PS5 Pro Launch Global,18a0101,321.49,1238462,18428,1.488,3317,29485,2026-05-04 11:41:58.198000-07:00
2025-11-03,PS5 Pro Launch Global,18a0101,281.93,1076923,15260,1.417,2747,24416,2026-05-04 11:41:58.198000-07:00
2025-11-04,PS5 Pro Launch Global,18a0101,252.22,1076923,9039,0.839,1627,14462,2026-05-04 11:41:58.198000-07:00
2025-11-05,PS5 Pro Launch Global,18a0101,296.78,1076923,14803,1.375,2665,23685,2026-05-04 11:41:58.198000-07:00
2025-11-06,PS5 Pro Launch Global,18a0101,360.36,1076923,12510,1.162,2252,20016,2026-05-04 11:41:58.198000-07:00
2025-11-07,PS5 Pro Launch Global,18a0101,694.93,3446154,37400,1.085,6732,59840,2026-05-04 11:41:58.198000-07:00
2025-11-08,PS5 Pro Launch Global,18a0101,387.08,1238462,16718,1.350,3009,26749,2026-05-04 11:41:58.198000-07:00
2025-11-09,PS5 Pro Launch Global,18a0101,283.22,1238462,10201,0.824,1836,16322,2026-05-04 11:41:58.198000-07:00
2025-11-10,PS5 Pro Launch Global,18a0101,308.67,1076923,13192,1.225,2375,21107,2026-05-04 11:41:58.198000-07:00
2025-11-11,PS5 Pro Launch Global,18a0101,327.38,1076923,14069,1.306,2532,22510,2026-05-04 11:41:58.198000-07:00
2025-11-12,PS5 Pro Launch Global,18a0101,247.47,1076923,10705,0.994,1927,17128,2026-05-04 11:41:58.198000-07:00
2025-11-13,PS5 Pro Launch Global,18a0101,298.86,1076923,12072,1.121,2173,19315,2026-05-04 11:41:58.198000-07:00
2025-11-14,PS5 Pro Launch Global,18a0101,323.82,1076923,7912,0.735,1424,12659,2026-05-04 11:41:58.198000-07:00
2025-11-15,PS5 Pro Launch Global,18a0101,253.84,1238462,12537,1.012,2257,20059,2026-05-04 11:41:58.198000-07:00
2025-11-16,PS5 Pro Launch Global,18a0101,338.23,1238462,9809,0.792,1766,15694,2026-05-04 11:41:58.198000-07:00
2025-11-17,PS5 Pro Launch Global,18a0101,371.94,1076923,8921,0.828,1606,14274,2026-05-04 11:41:58.198000-07:00
2025-11-18,PS5 Pro Launch Global,18a0101,336.00,1076923,12933,1.201,2328,20693,2026-05-04 11:41:58.198000-07:00
2025-11-19,PS5 Pro Launch Global,18a0101,225.19,1076923,14381,1.335,2589,23010,2026-05-04 11:41:58.198000-07:00
2025-11-20,PS5 Pro Launch Global,18a0101,303.62,1076923,13424,1.247,2416,21478,2026-05-04 11:41:58.198000-07:00
2025-11-21,PS5 Pro Launch Global,18a0101,342.83,1076923,12574,1.168,2263,20118,2026-05-04 11:41:58.198000-07:00
2025-11-22,PS5 Pro Launch Global,18a0101,282.20,1238462,10819,0.874,1947,17310,2026-05-04 11:41:58.198000-07:00
2025-11-23,PS5 Pro Launch Global,18a0101,274.34,1238462,13573,1.096,2443,21717,2026-05-04 11:41:58.198000-07:00
2025-11-24,PS5 Pro Launch Global,18a0101,298.86,1076923,8876,0.824,1598,14202,2026-05-04 11:41:58.198000-07:00
2025-11-25,PS5 Pro Launch Global,18a0101,342.53,1076923,12269,1.139,2208,19630,2026-05-04 11:41:58.198000-07:00
2025-11-26,PS5 Pro Launch Global,18a0101,292.92,1076923,12148,1.128,2187,19437,2026-05-04 11:41:58.198000-07:00
2025-11-27,PS5 Pro Launch Global,18a0101,335.11,1076923,13135,1.220,2364,21016,2026-05-04 11:41:58.198000-07:00
2025-11-28,PS5 Pro Launch Global,18a0101,476.01,2261538,28191,1.247,5074,45106,2026-05-04 11:41:58.198000-07:00
2025-11-29,PS5 Pro Launch Global,18a0101,690.19,2600769,20182,0.776,3633,32291,2026-05-04 11:41:58.198000-07:00
2025-11-30,PS5 Pro Launch Global,18a0101,759.78,2600769,25567,0.983,4602,40907,2026-05-04 11:41:58.198000-07:00
2025-12-01,PS5 Pro Launch Global,18a0101,807.29,2261538,18735,0.828,3372,29976,2026-05-04 11:41:58.198000-07:00
2025-12-02,PS5 Pro Launch Global,18a0101,685.01,2261538,15306,0.677,2755,24490,2026-05-04 11:41:58.198000-07:00
2025-12-03,PS5 Pro Launch Global,18a0101,686.88,2261538,19854,0.878,3574,31766,2026-05-04 11:41:58.198000-07:00
2025-12-04,PS5 Pro Launch Global,18a0101,488.49,2261538,22304,0.986,4015,35686,2026-05-04 11:41:58.198000-07:00
2025-12-05,PS5 Pro Launch Global,18a0101,569.59,2261538,17452,0.772,3141,27923,2026-05-04 11:41:58.198000-07:00
2025-12-06,PS5 Pro Launch Global,18a0101,749.02,2600769,19849,0.763,3573,31758,2026-05-04 11:41:58.198000-07:00
2025-12-07,PS5 Pro Launch Global,18a0101,644.27,2600769,23332,0.897,4200,37331,2026-05-04 11:41:58.198000-07:00
2025-12-08,PS5 Pro Launch Global,18a0101,585.81,2261538,23882,1.056,4299,38211,2026-05-04 11:41:58.198000-07:00
2025-12-09,PS5 Pro Launch Global,18a0101,445.44,2261538,22351,0.988,4023,35762,2026-05-04 11:41:58.198000-07:00
2025-12-10,PS5 Pro Launch Global,18a0101,722.44,2261538,12603,0.557,2269,20165,2026-05-04 11:41:58.198000-07:00
2025-12-11,PS5 Pro Launch Global,18a0101,714.33,2261538,12457,0.551,2242,19931,2026-05-04 11:41:58.198000-07:00
2025-12-12,PS5 Pro Launch Global,18a0101,543.39,2261538,24164,1.069,4350,38662,2026-05-04 11:41:58.198000-07:00
2025-12-13,PS5 Pro Launch Global,18a0101,838.70,2600769,19169,0.737,3450,30670,2026-05-04 11:41:58.198000-07:00
2025-12-14,PS5 Pro Launch Global,18a0101,614.85,2600769,26103,1.004,4699,41765,2026-05-04 11:41:58.198000-07:00
2025-12-15,PS5 Pro Launch Global,18a0101,476.64,2261538,20810,0.920,3746,33296,2026-05-04 11:41:58.198000-07:00
2025-11-01,PS5 Pro Launch Global,18a0101,305.09,1238462,16719,1.350,3009,26750,2026-05-04 11:41:58.198000-07:00
2025-11-02,PS5 Pro Launch Global,18a0101,266.14,1238462,14743,1.190,2654,23589,2026-05-04 11:41:58.198000-07:00
2025-11-03,PS5 Pro Launch Global,18a0101,267.97,1076923,14412,1.338,2594,23059,2026-05-04 11:41:58.198000-07:00
2025-11-04,PS5 Pro Launch Global,18a0101,264.70,1076923,14400,1.337,2592,23040,2026-05-04 11:41:58.198000-07:00
2025-11-05,PS5 Pro Launch Global,18a0101,282.82,1076923,15845,1.471,2852,25352,2026-05-04 11:41:58.198000-07:00
2025-11-06,PS5 Pro Launch Global,18a0101,361.25,1076923,8684,0.806,1563,13894,2026-05-04 11:41:58.198000-07:00
2025-11-07,PS5 Pro Launch Global,18a0101,1179.76,3446154,41993,1.219,7559,67189,2026-05-04 11:41:58.198000-07:00
2025-11-08,PS5 Pro Launch Global,18a0101,304.74,1238462,13445,1.086,2420,21512,2026-05-04 11:41:58.198000-07:00
2025-11-09,PS5 Pro Launch Global,18a0101,403.48,1238462,13679,1.105,2462,21886,2026-05-04 11:41:58.198000-07:00
2025-11-10,PS5 Pro Launch Global,18a0101,365.11,1076923,13092,1.216,2357,20947,2026-05-04 11:41:58.198000-07:00
2025-11-11,PS5 Pro Launch Global,18a0101,237.66,1076923,14267,1.325,2568,22827,2026-05-04 11:41:58.198000-07:00
2025-11-12,PS5 Pro Launch Global,18a0101,385.91,1076923,7857,0.730,1414,12571,2026-05-04 11:41:58.198000-07:00
2025-11-13,PS5 Pro Launch Global,18a0101,215.98,1076923,14214,1.320,2559,22742,2026-05-04 11:41:58.198000-07:00
2025-11-14,PS5 Pro Launch Global,18a0101,240.34,1076923,8009,0.744,1442,12814,2026-05-04 11:41:58.198000-07:00
2025-11-15,PS5 Pro Launch Global,18a0101,383.32,1238462,17596,1.421,3167,28154,2026-05-04 11:41:58.198000-07:00
2025-11-16,PS5 Pro Launch Global,18a0101,347.45,1238462,11443,0.924,2060,18309,2026-05-04 11:41:58.198000-07:00
2025-11-17,PS5 Pro Launch Global,18a0101,325.60,1076923,7700,0.715,1386,12320,2026-05-04 11:41:58.198000-07:00
2025-11-18,PS5 Pro Launch Global,18a0101,341.05,1076923,9212,0.855,1658,14739,2026-05-04 11:41:58.198000-07:00
2025-11-19,PS5 Pro Launch Global,18a0101,288.17,1076923,14473,1.344,2605,23157,2026-05-04 11:41:58.198000-07:00
2025-11-20,PS5 Pro Launch Global,18a0101,360.06,1076923,12968,1.204,2334,20749,2026-05-04 11:41:58.198000-07:00
2025-11-21,PS5 Pro Launch Global,18a0101,372.24,1076923,8051,0.748,1449,12882,2026-05-04 11:41:58.198000-07:00
2025-11-22,PS5 Pro Launch Global,18a0101,239.83,1238462,15044,1.215,2708,24070,2026-05-04 11:41:58.198000-07:00
2025-11-23,PS5 Pro Launch Global,18a0101,324.56,1238462,12348,0.997,2223,19757,2026-05-04 11:41:58.198000-07:00
2025-11-24,PS5 Pro Launch Global,18a0101,327.38,1076923,8173,0.759,1471,13077,2026-05-04 11:41:58.198000-07:00
2025-11-25,PS5 Pro Launch Global,18a0101,269.75,1076923,8615,0.800,1551,13784,2026-05-04 11:41:58.198000-07:00
2025-11-26,PS5 Pro Launch Global,18a0101,263.21,1076923,7495,0.696,1349,11992,2026-05-04 11:41:58.198000-07:00
2025-11-27,PS5 Pro Launch Global,18a0101,235.88,1076923,9894,0.919,1781,15830,2026-05-04 11:41:58.198000-07:00
2025-11-28,PS5 Pro Launch Global,18a0101,604.53,2261538,25000,1.105,4500,40000,2026-05-04 11:41:58.198000-07:00
2025-11-29,PS5 Pro Launch Global,18a0101,762.65,2600769,16347,0.629,2942,26155,2026-05-04 11:41:58.198000-07:00
2025-11-30,PS5 Pro Launch Global,18a0101,903.98,2600769,23569,0.906,4242,37710,2026-05-04 11:41:58.198000-07:00
2025-12-01,PS5 Pro Launch Global,18a0101,441.07,2261538,18047,0.798,3248,28875,2026-05-04 11:41:58.198000-07:00
2025-12-02,PS5 Pro Launch Global,18a0101,622.00,2261538,15646,0.692,2816,25034,2026-05-04 11:41:58.198000-07:00
2025-12-03,PS5 Pro Launch Global,18a0101,549.63,2261538,22715,1.004,4089,36344,2026-05-04 11:41:58.198000-07:00
2025-12-04,PS5 Pro Launch Global,18a0101,784.20,2261538,21805,0.964,3925,34888,2026-05-04 11:41:58.198000-07:00
2025-12-05,PS5 Pro Launch Global,18a0101,685.63,2261538,24037,1.063,4327,38459,2026-05-04 11:41:58.198000-07:00
2025-12-06,PS5 Pro Launch Global,18a0101,873.85,2600769,15355,0.590,2764,24568,2026-05-04 11:41:58.198000-07:00
2025-12-07,PS5 Pro Launch Global,18a0101,722.47,2600769,28332,1.089,5100,45331,2026-05-04 11:41:58.198000-07:00
2025-12-08,PS5 Pro Launch Global,18a0101,708.09,2261538,13851,0.613,2493,22162,2026-05-04 11:41:58.198000-07:00
2025-12-09,PS5 Pro Launch Global,18a0101,600.78,2261538,21249,0.940,3825,33998,2026-05-04 11:41:58.198000-07:00
2025-12-10,PS5 Pro Launch Global,18a0101,534.03,2261538,20227,0.894,3641,32363,2026-05-04 11:41:58.198000-07:00
2025-12-11,PS5 Pro Launch Global,18a0101,708.09,2261538,15225,0.673,2741,24360,2026-05-04 11:41:58.198000-07:00
2025-12-12,PS5 Pro Launch Global,18a0101,451.06,2261538,22492,0.995,4049,35987,2026-05-04 11:41:58.198000-07:00
2025-12-13,PS5 Pro Launch Global,18a0101,579.70,2600769,26767,1.029,4818,42827,2026-05-04 11:41:58.198000-07:00
2025-12-14,PS5 Pro Launch Global,18a0101,688.75,2600769,18255,0.702,3286,29208,2026-05-04 11:41:58.198000-07:00
2025-12-15,PS5 Pro Launch Global,18a0101,487.86,2261538,12896,0.570,2321,20634,2026-05-04 11:41:58.198000-07:00
2025-11-01,PS5 Pro Launch Global,18a0101,245.98,1238462,13252,1.070,2385,21203,2026-05-04 11:41:58.198000-07:00
2025-11-02,PS5 Pro Launch Global,18a0101,366.92,1238462,19411,1.567,3494,31058,2026-05-04 11:41:58.198000-07:00
2025-11-03,PS5 Pro Launch Global,18a0101,346.10,1076923,10279,0.955,1850,16446,2026-05-04 11:41:58.198000-07:00
2025-11-04,PS5 Pro Launch Global,18a0101,284.01,1076923,9039,0.839,1627,14462,2026-05-04 11:41:58.198000-07:00
2025-11-05,PS5 Pro Launch Global,18a0101,331.84,1076923,13239,1.229,2383,21182,2026-05-04 11:41:58.198000-07:00
2025-11-06,PS5 Pro Launch Global,18a0101,279.26,1076923,10649,0.989,1917,17038,2026-05-04 11:41:58.198000-07:00
2025-11-07,PS5 Pro Launch Global,18a0101,1142.69,3446154,31167,0.904,5610,49867,2026-05-04 11:41:58.198000-07:00
2025-11-08,PS5 Pro Launch Global,18a0101,300.30,1238462,16484,1.331,2967,26374,2026-05-04 11:41:58.198000-07:00
2025-11-09,PS5 Pro Launch Global,18a0101,411.34,1238462,18315,1.479,3297,29304,2026-05-04 11:41:58.198000-07:00
2025-11-10,PS5 Pro Launch Global,18a0101,247.76,1076923,15191,1.411,2734,24306,2026-05-04 11:41:58.198000-07:00
2025-11-11,PS5 Pro Launch Global,18a0101,333.92,1076923,8223,0.764,1480,13157,2026-05-04 11:41:58.198000-07:00
2025-11-12,PS5 Pro Launch Global,18a0101,329.76,1076923,14045,1.304,2528,22472,2026-05-04 11:41:58.198000-07:00
2025-11-13,PS5 Pro Launch Global,18a0101,363.92,1076923,8178,0.759,1472,13085,2026-05-04 11:41:58.198000-07:00
2025-11-14,PS5 Pro Launch Global,18a0101,273.31,1076923,11290,1.048,2032,18064,2026-05-04 11:41:58.198000-07:00
2025-11-15,PS5 Pro Launch Global,18a0101,300.64,1238462,10668,0.861,1920,17069,2026-05-04 11:41:58.198000-07:00
2025-11-16,PS5 Pro Launch Global,18a0101,311.58,1238462,16675,1.346,3002,26680,2026-05-04 11:41:58.198000-07:00
2025-11-17,PS5 Pro Launch Global,18a0101,370.16,1076923,13804,1.282,2485,22086,2026-05-04 11:41:58.198000-07:00
2025-11-18,PS5 Pro Launch Global,18a0101,295.30,1076923,10607,0.985,1909,16971,2026-05-04 11:41:58.198000-07:00
2025-11-19,PS5 Pro Launch Global,18a0101,212.71,1076923,12261,1.139,2207,19618,2026-05-04 11:41:58.198000-07:00
2025-11-20,PS5 Pro Launch Global,18a0101,311.64,1076923,8858,0.823,1594,14173,2026-05-04 11:41:58.198000-07:00
2025-11-21,PS5 Pro Launch Global,18a0101,245.09,1076923,14022,1.302,2524,22435,2026-05-04 11:41:58.198000-07:00
2025-11-22,PS5 Pro Launch Global,18a0101,332.08,1238462,12777,1.032,2300,20443,2026-05-04 11:41:58.198000-07:00
2025-11-23,PS5 Pro Launch Global,18a0101,242.22,1238462,8164,0.659,1470,13062,2026-05-04 11:41:58.198000-07:00
2025-11-24,PS5 Pro Launch Global,18a0101,266.18,1076923,10369,0.963,1866,16590,2026-05-04 11:41:58.198000-07:00
2025-11-25,PS5 Pro Launch Global,18a0101,220.14,1076923,11399,1.059,2052,18238,2026-05-04 11:41:58.198000-07:00
2025-11-26,PS5 Pro Launch Global,18a0101,257.27,1076923,8874,0.824,1597,14198,2026-05-04 11:41:58.198000-07:00
2025-11-27,PS5 Pro Launch Global,18a0101,319.96,1076923,13647,1.267,2456,21835,2026-05-04 11:41:58.198000-07:00
2025-11-28,PS5 Pro Launch Global,18a0101,613.89,2261538,27660,1.223,4979,44256,2026-05-04 11:41:58.198000-07:00
2025-11-29,PS5 Pro Launch Global,18a0101,765.52,2600769,20989,0.807,3778,33582,2026-05-04 11:41:58.198000-07:00
2025-11-30,PS5 Pro Launch Global,18a0101,812.87,2600769,26366,1.014,4746,42186,2026-05-04 11:41:58.198000-07:00
2025-12-01,PS5 Pro Launch Global,18a0101,646.95,2261538,26297,1.163,4733,42075,2026-05-04 11:41:58.198000-07:00
2025-12-02,PS5 Pro Launch Global,18a0101,661.30,2261538,26360,1.166,4745,42176,2026-05-04 11:41:58.198000-07:00
2025-12-03,PS5 Pro Launch Global,18a0101,606.40,2261538,19686,0.871,3543,31498,2026-05-04 11:41:58.198000-07:00
2025-12-04,PS5 Pro Launch Global,18a0101,679.39,2261538,22637,1.001,4075,36219,2026-05-04 11:41:58.198000-07:00
2025-12-05,PS5 Pro Launch Global,18a0101,610.14,2261538,15970,0.706,2875,25552,2026-05-04 11:41:58.198000-07:00
2025-12-06,PS5 Pro Launch Global,18a0101,681.58,2600769,22471,0.864,4045,35954,2026-05-04 11:41:58.198000-07:00
2025-12-07,PS5 Pro Launch Global,18a0101,543.83,2600769,24258,0.933,4366,38813,2026-05-04 11:41:58.198000-07:00
2025-12-08,PS5 Pro Launch Global,18a0101,464.78,2261538,23563,1.042,4241,37701,2026-05-04 11:41:58.198000-07:00
